Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder Capacity Of Engine (c.c.),Body Type,First Registration Vehicle Status,Permitted Gross Vehicle Weight ,Number Of Passenger Seats ,Taxable Value (HK$),Year Of Manufacture,
LGV,HINO,300 SERIES XZC720R-HKFQW3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,FOTON,SAUVANA,Diesel,2776,VAN,A,2.66,4,"> 150,000 and <= 300,000",2017,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,K2500,Diesel,2497,PANTECHNICON,E,3.24,2,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,1997,VAN,A,2.88,5,"> 150,000 and <= 300,000",2019,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,1997,VAN,A,2.8,4,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,TFS87JD-VI-AT,Diesel,1898,PICK-UP,A,3,4,"> 300,000 and <= 500,000",2019,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,VOLKSWAGEN,TRANSPORTER GT DSG 5S,Diesel,1968,VAN,A,3,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,K2500,Diesel,2497,PANTECHNICON,E,3.24,2,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,NPR75HH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,FOTON,SAUVANA,Diesel,2776,VAN,A,2.66,4,"> 150,000 and <= 300,000",2017,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,ISUZU,NHR87E-VI,Diesel,1898,PANTECHNICON,E,3.5,2,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,VOLKSWAGEN,NEW CADDY MAXI,Diesel,1968,VAN,A,2.28,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,SSANGYONG,STAVIC,Diesel,2157,VAN,A,2.82,4,"> 150,000 and <= 300,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,ISUZU,TFS87JE-VI-AT,Diesel,1898,PANTECHNICON,A,3.05,1,"> 150,000 and <= 300,000",2018,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,ISUZU,TFS87JD-VI-AT-D,Diesel,1898,PICK-UP,A,3,4,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,VOLKSWAGEN,TRANSPORTER R DSG,Diesel,1968,VAN,A,3.08,4,"> 300,000 and <= 500,000",2019,
LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,JAC,HFC1073P71K1C2S,Diesel,2970,FIXED SIDE PLATFORM,E,5.5,5,"> 150,000 and <= 300,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,HINO,300 SERIES XZC710R-HKFQW3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,VOLKSWAGEN,NEW CADDY MAXI,Diesel,1968,VAN,A,2.28,4,"> 150,000 and <= 300,000",2019,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,ISUZU,NPR75HH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,5,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,1997,VAN,A,2.8,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,PEUGEOT,EXPERT COMBI,Diesel,1997,VAN,A,2.88,5,"> 150,000 and <= 300,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MITSUBISHI FUSO,FEC71GR3SDAM,Diesel,2998,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,SSANGYONG,MUSSO,Diesel,2157,PICK-UP,A,2.88,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,HINO,300 SERIES XZC710R-HKTQV3,Diesel,4009,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,TFS87JD-VI-AT,Diesel,1898,PICK-UP,A,3,4,"> 300,000 and <= 500,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,VOLKSWAGEN,TRANSPORTER BT TRADER DSG,Diesel,1968,VAN,A,3,5,"> 150,000 and <= 300,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,VOLKSWAGEN,TRANSPORTER BT TRADER DSG,Diesel,1968,VAN,A,3,5,"> 150,000 and <= 300,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,SSANGYONG,MUSSO,Diesel,2157,PICK-UP,A,2.88,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,1997,VAN,A,2.8,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,VOLKSWAGEN,TRANSPORTER BT TRADER DSG,Diesel,1968,VAN,A,3,5,"> 150,000 and <= 300,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,1997,VAN,A,2.8,4,"> 150,000 and <= 300,000",2020,
LGV,VOLKSWAGEN,TRANSPORTER GT DSG 6S,Diesel,1968,VAN,A,3,5,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,FOTON,BJ1078VEJEA-FP,Diesel,3760,PANTECHNICON(TL),E,5.5,2,"> 150,000 and <= 300,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,NHR87E-VI,Diesel,1898,RECOVERY LORRY,E,3.5,2,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,NPR75KH-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,VOLKSWAGEN,NEW CADDY MAXI,Diesel,1968,VAN,A,2.28,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,K2500,Diesel,2497,DROP SIDE PLATFORM,E,3.24,2,"> 150,000 and <= 300,000",2020,
LGV,ISUZU,NPR75HJWE-VI-C,Diesel,5193,PANTECHNICON(TL),E,5.5,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,MERCEDES BENZ,116BT L,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI V 2WD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,PEUGEOT,EXPERT TRAVELLER,Diesel,1997,VAN,A,2.8,4,"> 150,000 and <= 300,000",2019,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,HYUNDAI,H-1 A/T EURO 6 FACELIFT VERSION,Diesel,2497,VAN,A,3.2,5,"> 150,000 and <= 300,000",2020,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,MERCEDES BENZ,116BT,Diesel,2143,VAN,A,3.05,4,"> 300,000 and <= 500,000",2019,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2019,
LGV,HINO,300 SERIES XZC710R-HKTQV3,Diesel,4009,PANTECHNICON,E,5.5,2,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,2,"> 150,000 and <= 300,000",2020,
LGV,VOLKSWAGEN,NEW CADDY MAXI,Diesel,1968,VAN,A,2.28,4,"> 150,000 and <= 300,000",2019,
LGV,KIA,SORENTO PE 2.2 CRDI GT AWD,Diesel,2199,VAN,A,2.51,4,"> 150,000 and <= 300,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 300,000 and <= 500,000",2020,
LGV,TOYOTA,HIACE,Diesel,2755,VAN,A,3.3,5,"> 150,000 and <= 300,000",2020,
LGV,SSANGYONG,MUSSO,Diesel,2157,PICK-UP,A,2.88,4,"> 150,000 and <= 300,000",2020,
